05150,11662307,426
05152,74583420,1579
05154,110224719,2512
05155,26015640,850
05158,14915444,552
05701,208633555,4042
05703,125471,18
05699,102129212,2048
05470,10497909,361
05472,27126919,678
05483,13391769,390
05468,14011313,394
05475,8471499,343
05473,42093346,988
05476,21319309,667
05467,45327191,1195
05471,12342269,400
05248,29175460,741
05254,49282654,1296
04852,150821963,3323
04916,6010074,118
05457,21052154,531
05463,82784850,1888
05455,8114073,267
05585,14446155,7689
04632,45882992,1261
04631,52134577,1251
05184,127475180,2744
05239,92065728,2133
05573,447719699,8267
05576,2741933,54
05016,166699544,3535
05013,122008437,2362
05011,163421668,3486
05015,131625535,2488
05010,53809881,1439
04115,6272467,171
04109,48343521,1166
03532,10970314,1221
04896,114413602,2613
04894,104479613,2182
02951,268811,75
02970,468226,90
04793,131199028,2758
03345,95018974,2643
05037,107184250,2104
05148,121800302,2520
04987,38789337,903
04979,9272347,242
04717,166110442,3533
03601,59142259,1481
04873,6315871,93
04872,160592291,3346
04875,543233765,10797
05994,57928262,1291
06000,9482280,136
04128,80690799,1673
04771,102236375,2114
04994,168950592,3289
04995,172597037,3562
04996,180523800,3784
05063,193866346,4050
05069,106029070,2139
05066,178357093,3700
05065,171870963,3302
05097,121953188,2763
05091,127587968,2650
05093,117827203,2560
05089,192648801,3847
03434,136761628,3045
03438,118476522,2830
03442,4419369,220
03441,11069327,394
04443,88292580,581
03180,247530065,1151
03179,27191207,267
03178,38338914,293
03181,9735878,3607
05276,82354120,2058
05278,19877571,545
05274,13453574,371
03876,155560659,3104
04733,9918725,366
04731,5418724,181
05980,200990337,3833
04888,130788523,2797
03780,38401435,949
05111,179307260,3671
05108,6966815,37
04381,17697490,490
04386,7065444,192
03311,511007,40
03297,4739791,312
04298,152207403,3234
05800,563759868,10795
03403,10421366,373
05520,586697903,10798
05939,11859271,390
05200,12480706,430
05201,60177571,1421
05205,64916394,1479
05340,69024825,1384
04808,17247930,458
04809,409821352,8182
04810,106720913,2412
04902,87980531,1873
05054,9944406,301
05187,89104354,1866
05194,124768746,2627
05193,4938468,3560
05192,141865133,3271
05880,68638581,1683
05879,98670333,2001
03374,36952370,1360
03371,85572012,2410
03972,112115929,2279
03332,33722657,1045
03282,6885464,634
03235,317596394,2726
03281,7299763,639
03241,23215809,276
03290,8698559,377
03284,6945730,643
03278,7769477,2885
03242,264501,80
03280,7913552,625
03283,853971,127
03238,35304715,287
03243,303693532,1176
03286,582594,29
03289,9300965,648
03244,67528971,399
00000,67537,2
03239,24953163,275
03287,147061341,1695
03288,1445553,361
03279,7989063,746
03240,434884,100
03237,182378093,1354
03245,576302,187
04763,157350758,3382
03574,145729104,2854
03577,42400894,1153
04946,8997859,123
04944,75334568,1950
04947,26608092,748
04948,128092709,2763
04951,137197326,2879
04943,28363383,681
04671,173859536,3563
04610,109594499,2260
05165,161200000,3334
03156,211327,69
05304,22824647,557
05308,15172159,468
05312,47879154,1094
05307,180474986,3482
04398,70320857,1604
04401,153983013,3360
05215,6312444,85
04360,145753312,2948
03835,8171496,228
03832,138514915,2796
03828,75291771,1704
04957,102218591,2263
04959,32978327,846
04953,142234306,3054
05137,137157906,2894
05135,94538425,1984
04317,45439939,1092
04320,113126804,2339
03536,24000619,2881
03535,3338780,513
05121,151943550,3270
04801,171330813,3770
04799,13524694,423
04868,65723832,1726
05169,6549884,180
04702,45637750,1113
04708,14705166,464
04655,32762799,691
03230,4884257,220
03220,4394526,484
03226,6475620,7
03224,11397900,19
03229,11816038,289
03228,994516,1
03227,5359654,6
03225,10424661,15
03219,85385005,1241
03218,48333462,757
03231,78825979,2135
03217,59808758,868
04673,68176714,1788
04678,36041209,972
04672,79219287,2034
04680,44220559,1102
04677,93107983,2152
04676,101643919,2178
04838,141159535,3008
04837,121646962,2678
05287,36582538,828
05290,175318537,3407
03614,5249154,528
03613,145862635,3147
05393,173565490,3398
05396,82991766,1685
03327,3114370,271
03328,282795,5
05268,5147446,852
03021,31152695,235
03664,130708780,2848
05428,179746139,3557
05421,4947309,166
05422,29870527,818
05416,142791895,2692
05419,53605114,1292
05354,473363,1
03672,177229139,3935
04861,177958120,3500
04862,5876390,188
04858,82728460,1787
04863,27862500,791
04818,148266201,3247
05831,225971368,4268
05031,35904768,999
05030,132886441,2718
05898,95868581,1854
04748,65010127,1613
05346,70743641,1593
05347,188361357,3744
03211,264958,55
03212,130298304,1860
03213,127812959,1852
03209,744217,225
03216,125203222,1790
03214,135622585,1886
03215,118507411,1761
03210,130717987,1869
05086,100642871,2407
05087,145683795,3142
05079,80456857,2059
05085,17982264,566
05080,24313768,668
05084,64024851,1402
04934,183955221,3738
04334,550364117,10798
05229,19427299,1542
05569,22552715,451
05050,95201865,2024
05047,16955032,428
05045,193279526,3966
05446,159703004,2927
05451,38913408,941
05450,73031061,1532
05443,2734517,115
04964,42037498,1148
04968,164698471,3264
04966,108572851,2260
04754,6869678,186
04753,182615031,3690
04759,26568113,793
03923,102575865,2100
05949,145543744,2863
04053,25620688,748
04910,75155636,1694
04057,874615,4
04062,171596911,3552
04034,46489230,1117
03513,11216767,1314
03795,7679201,222
03799,166640001,3387
05441,41797219,940
05435,81855572,1895
05431,128960166,2565
04248,124922493,2574
04625,48410578,1311
04619,4150045,5
04741,74763115,1898
04739,49034921,1273
04740,186991468,3954
03771,338296105,6972
03293,52936043,4016
03294,55749165,3305
03296,72418084,3054
03292,8043982,1262
03291,51789508,2055
03038,5152403,59
03047,9902995,21
03042,7873751,189
03057,6423996,155
03045,407384,81
03031,10347401,179
04104,89683551,2168
04564,52822300,1433
03950,114137654,2318
03608,127963666,2667
04590,133012044,2605
04647,293855170,6811
05003,536674574,10793
05004,117445352,2398
04638,20101104,573
04637,171716153,3487
04645,100213683,2036
04640,13855591,402
04639,85148525,2071
03205,60492585,959
03189,886747,315
03190,6176728,218
03194,1109919,357
03193,50131780,736
03183,1196092,348
03184,1166203,380
03207,40349579,732
03196,377926,47
03192,7172829,253
03195,1828970,376
03203,969092,303
03191,21500371,261
03208,93540797,1568
03204,208857092,3585
03188,1251698,419
03206,195964274,3560
03187,1449610,408
03185,1339796,436
03186,4289611,211
04828,54154494,1242
04831,12596263,368
04833,23456913,557
03170,125134,19
03175,95664,28
03168,25819150,270
03167,109550999,506
03177,61708679,128524
03174,9435687,112
03165,24094997,259
03169,490542,97
03164,124974,19
03176,19545821,262
03166,8290663,223
04787,195086217,4044
04783,22493439,578
05332,109841329,2273
05328,112504805,2206
05329,18638050,573
07509,578209363,10795
07707,99486798,1908
08372,34347550,809
08620,184796640,3457
08785,186295027,3652
07978,3457960,12
08107,104234371,2010
07481,34817104,802
08667,4599067,119
06321,159721320,3153
06899,583509654,10798
06892,5946469,171
08118,55468809,1374
09125,96573735,1929
06786,132962109,2585
08845,148297607,2859
08843,149918954,2924
07490,157671071,2930
06545,198109343,3755
08951,572319883,10796
07802,107253120,2070
06258,792023,50
09079,135061613,2702
07796,64875600,1354
08536,159754542,2989
08060,216320384,10669
08062,31649572,856
09151,86595098,1677
07447,14245534,394
02913,27493185,624
02908,5724066,124
06983,94150255,1866
07182,87242648,1741
07773,176875752,3349
08583,192772242,3822
07043,897170693,5752
07878,589291886,10796
07620,151628639,3016
08673,172671637,3424
07419,181813721,3384
06239,78425254,1951
07002,114276719,2246
07041,422399910,8052
06726,25905473,707
08572,2682196,24
06299,211699176,4616
06924,128920147,2430
09031,200660472,3992
07245,85379962,1717
06929,98366833,2009
06621,84152014,1690
07840,169505021,3200
09005,100769384,2045
08772,20484448,493
08960,214431872,4072
07327,40714051,906
06773,18797093,512
06777,122429403,2408
08602,183837915,3570
09174,17135973,461
08866,654874,3
06196,204403600,3884
06576,167518522,3288
06574,576870483,10799
06867,2438187,5
07261,95867503,1881
09073,169060026,3386
08524,166426786,3308
11629,29754559,650
12295,90361682,1874
10870,183210935,3648
11255,17786320,438
11880,578441100,10795
11890,110946572,2228
11894,10566492,640
09976,77839529,1586
12132,18275556,532
11215,31022135,660
12311,139013172,2975
11314,201917743,3873
10048,87092463,1731
11111,124225871,2451
10636,87839239,1772
10479,658690,11
10482,4723835,216
10577,594217088,10794
10512,174185553,3168
09531,10091284,377
10786,166146431,3355
09553,108414139,2244
10373,205958229,3811
09437,165346765,3181
09252,1898091,13
09250,280242,1
09254,2869045,19
09689,192057228,3624
11047,213387340,3932
10097,604457658,10798
11898,188178417,3550
10752,75892807,1519
10754,89382816,1870
10281,1980602,7
09815,97656054,1997
09586,136864428,2655
10268,29801017,774
09351,48389726,1225
10603,34163008,942
12229,582503358,10797
11436,146063966,3076
11440,587950127,10796
09213,286614625,1529
09208,11601371,223
10084,152552987,2848
11647,145042048,2868
10944,193271626,3700
09861,23276380,641
09410,83729975,1647
09746,189913274,3509
10795,93897302,1737
09916,149675190,2860
10770,89599154,1754
11251,30591288,838
10983,406994749,7630
11761,29935508,672
11935,109181575,2276
11301,1210877,4
11300,134321627,2622
11752,103275023,1969
11774,588892559,10794
12262,997804,40
10185,157137807,3049
10456,1982794,20
10458,52693903,1133
11267,142685673,2705
09648,143250514,2745
09662,128536825,2550
11839,142796756,2580
11835,118279891,2314
10326,147335392,2895
10497,112139091,2221
11797,587225143,10796
11868,192072477,3750
11872,169620339,3321
11943,41810310,1109
10248,107049772,2043
11529,214906934,4087
12343,122174535,2387
09207,34172337,855
12338,580365581,10798
12348,42176913,1203
12355,108308083,2246
12349,101937365,2371
12354,86296166,2137
12352,15082147,467
12351,83114946,2359
12350,140579147,3374
12405,91571716,2086
