03924,47086332,1177
02817,330000073,2372
04020,9762460,479
03287,364176297,2756
04011,102080401,3334
02693,167665849,1226
03330,49167766,433
03323,477637019,3696
02789,10555009,538
02790,54971954,845
03447,18377254,174
02666,256131282,1824
02667,147298349,1341
02665,349141536,2403
02446,384051274,7571
03868,65811647,1727
03865,34774111,995
03628,134516286,989
02326,136207312,1569
02322,138464359,1590
02325,57319305,735
02324,17616561,305
02321,59207158,765
02323,151361061,1620
02844,219203097,1575
02975,511556376,3979
03851,33139492,797
02795,176105426,4080
03855,2646309,16
03859,30138817,665
02684,343069111,2183
03487,16376286,153
02503,123339302,2395
02461,142319663,2898
01501,578945,81
02300,961905258,5788
04038,81692388,1853
02062,21457948,377
02060,5697745,203
02055,127878788,2620
03842,10692350,380
03835,9875794,3393
03843,16199616,513
03019,201762675,1674
02306,2604591,104
02251,12791350,369
02597,28794124,234
02598,287752965,2073
02599,270331150,2477
01925,34076514,73
01922,47811102,116
01851,42321704,114
01927,20584777,43
01824,23280855,115
01951,2523938,789
02346,4049217,139
03058,1384807749,10796
02443,51334552,1257
01928,20372599,43
02399,71305160,769
02404,58560043,654
02401,57289364,642
02395,857473,11
02400,57603896,625
02398,260991704,2494
02403,2935742,124
02402,65230369,639
03217,711696557,3223
04013,179821698,5666
02309,9195169,79
01731,16586366,100
01726,5300380,103
01736,23807200,113
01710,3100822,89
01742,22538537,97
03000,294885103,2225
01504,34984833,43
02699,21469490,597
02702,313077663,2146
03929,79157904,2132
03139,346702774,2602
02354,144614269,1201
02350,154143656,1354
02355,35893725,405
02351,276545127,1749
02352,2402255,43
02356,8356022,199
02353,10538049,190
02257,7564878,199
02259,56603142,360
02255,6432741,329
02263,47940655,283
02261,45847217,271
02260,68618600,438
02262,71803471,413
02264,149296290,889
02828,1296054340,9769
02823,64773473,1361
02645,169164137,2318
03833,93829878,708
02635,87823804,640
02634,68619879,581
02633,754811,223
02052,245848812,2610
02044,1189814,41
02048,3327901,107
02020,161933923,1564
02050,31325654,421
01991,4124431,4
02053,23918715,409
02043,4126610,141
02001,1048672,29
01954,29806571,225
02049,198503390,2085
01983,30477269,42
03605,1378843620,10797
02341,103930041,868
02342,88266750,772
03518,46024609,408
02570,753388,0
03230,123973379,1097
03239,161864730,1365
02672,22999651,194
01930,39975750,100
01932,61635959,114
03257,56305856,532
03255,171411624,1374
03670,191387165,1546
02939,530815755,3375
03949,11009910,364
03951,116678868,2983
02130,7800843,104
02134,4012031,116
02150,38859365,391
02152,554635,4
01502,981721472,3584
03708,228654556,750
03709,343761633,2708
02410,1420096,41
02407,3823027,257
02409,22037212,989
02413,52955665,1368
02423,732084,28
02412,28259876,807
02411,66028837,2207
02408,25586948,1371
02406,3336603,346
02268,6645391,185
02267,1933612,109
02270,955328,18
03644,1243794344,9839
02291,27381235,460
02279,7717426,206
02289,30157107,171
02334,91586756,869
02335,240424460,1859
02333,2727475,46
02332,235337130,1871
02340,7331092,194
02336,176733858,1566
02338,224043959,1768
02329,333272000,3185
02337,24355656,302
02331,12130535,233
02339,176578332,1575
03172,366737029,2875
02304,6400397,199
02297,24695359,521
02295,28988945,298
02301,13904783,22
02305,2922481,123
02302,11697208,19
02303,19825148,23
02299,1829336,105
02586,283159811,2139
02587,194766266,1789
02588,166663219,3283
05377,113224798,1098
05427,75648982,721
04827,345411750,8746
04828,311799764,3080
04822,355048672,3421
04825,121632524,3275
05117,103836067,1090
05737,43209291,451
04873,330071013,3286
05441,230295896,2206
06121,1109357666,10798
04640,94060556,2689
05407,296776986,2908
06237,58217722,509
05135,323059740,3302
04733,134331618,3566
05399,29349836,318
05401,113919820,1132
05081,362606756,3812
04380,55241071,1540
06252,226422726,2182
05849,180622341,1710
05996,245286250,2354
05898,155217634,1489
04896,349550527,3378
04898,1096703465,6211
06198,428132588,4077
06185,284952332,2811
04171,35283760,1045
04571,417503240,10797
05362,275032142,2705
05467,76137202,791
05504,158400275,1531
04395,140817052,3783
04317,141577808,3705
05247,147074859,3803
05666,1113397606,10797
05067,236756162,2252
04700,18687018,542
06422,187913169,1767
06427,221195235,2086
05932,12200112,101
05931,156372513,1473
05312,351116590,3363
04551,50852199,1417
04554,86864001,2312
04108,4107545,225
06549,112976108,1102
05012,166386236,1675
05100,357783060,3502
04454,38817918,1053
05144,1089143391,10798
05147,146909433,1471
05148,177061935,1261
04215,100455748,2692
05592,1101386645,10798
05796,244806878,2356
06274,328666271,3249
04812,88823698,926
06398,30867578,327
06402,32344711,336
05537,1103580401,10797
05288,286894383,2839
05490,97529930,2615
04852,55146068,544
04847,526208,3
04943,166319633,1743
05926,4676291,30
04578,89883992,2453
04955,201894056,2140
06280,1977771,4
05094,107922013,1043
05602,161460317,1562
04161,161721381,3758
06443,5476994,50
05541,59613060,654
04668,73042144,1841
05707,192219250,1867
05872,611550459,5951
06439,215091958,2066
06053,349574947,3304
06136,122343352,1220
05338,2767086,22
05469,194394131,1913
06347,117742886,1169
06156,5002766,43
06581,12927542,143
04516,16750485,512
05884,219574042,2086
05879,226004179,2173
05044,29536956,311
04999,318163054,3064
05184,241771153,2397
04617,132677097,3560
05201,403410157,3862
04139,123230373,3255
04057,49538211,1662
05646,202738368,2009
04717,110590909,2947
05781,1109274592,10797
06115,338225085,3223
05929,504927071,4969
04809,188561834,1858
06417,142953263,1367
06416,36177738,381
